Id,Birthdate,CreatedDate,Location_x,City,State,CityState,How_did_you_hear_about_Elite_Meet,Your_transition_to_civilian_life_begin,Undergrad,Undergrad_School,Undergrad_major,Grad_Degree,Graduate_School,Grad_Degree_Type,Years_of_Service,Officer,Military_specialty_in_real_words,Whichcourse,When_did_you_graduate,What_was_your_first_unit_after_grad,Branch,Tribe,What_locations_do_you_WANT_to_live_in,Where_do_you_NOT_WANT_to_live,What_would_be_your_ideal_next_job,Target_Industries_Pls_pick_up_to_Three,of_informational_interviews_completed,of_job_formal_interviews_completed,of_counting_getting_a_job_through_EM,What_s_more_important_to_you,How_mobile_are_you_and_your_family,Lead_RecordType,Created,Approx_Age,Combined,Location_y,Coordinates,latitude,longitude,scaled,text
003f400001B8OENAA3,,8/3/19 16:40,"San Diego,CA",San Diego,CA,"San Diego, California",Friend,,Complete,Excelsior,Liberal Arts,Complete,Thunderbird School of Global Management,,21.0,False,Special Forces Engineer and Demolitions Sergeant  Special Forces Operations Sergeant,Q Course (SF),3/6/98 0:00,1st Special Forces Group (A),Army,Green Beret,Willing to relocate,Philippines,"Business Operations,Business Development",Entrepreneurship;Healthcare;Real Estate,More than 10,0,Only option...and I really need a job,Job,4,Veteran,2019-08-03,40.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400001B8QrvAAF,,8/4/19 0:27,"Memphis,TN",Memphis,TN,"Memphis, TN",Friend,6/30/13 0:00,Complete,Austin Peay State University,Applied Exercise Science,,,,11.0,False,"As a Special Forces Communications Sergeant,I maintained and developed communications plans for the team and provided training to partnered international military forces. Additionally,as a certified Joint Tactical Air Controller, I deconflicted airspace and allocated aircraft during combat operations,providing real-time target information,and ensuring placement of munitions while mitigating collateral damage.",Q Course (SF),8/20/10 0:00,5th SFG(A),Army,Green Beret,"West Coast,Northeast","Midwest,Southeast",Project Management,Consulting;Healthcare,4,0,6,Location,3,Veteran,2019-08-04,30.0,2.0,"Memphis, TN","Memphis, Shelby County, Tennessee, United States of America",35.1490215,-90.0516285,5.5748824982076,"Memphis, TN: 2"
003f400001B9CkwAAF,,8/6/19 5:03,"San Francisco,CA",San Francisco,CA,"San Francisco, California",Everywhere,5/22/20 0:00,,University of Dubuque,Aviation Management,In Progress,IESE Business School,,10.0,False,ODA Commander,Q Course (SF),2/24/15 0:00,1-10 SFG,Army,Green Beret,"Wear coast,Texas,Florida",Mid-west,Regional GM,Entrepreneurship;Aerospace and Defense;Tech,More than 10,More than 10,7,Job,I can move tomorrow,Veteran,2019-08-06,29.0,9.0,"San Francisco, California","San Francisco, San Francisco City and County, California, United States of America",37.779026200000004,-122.4199061,9.80231817095515,"San Francisco, California: 9"
003f400001B9CunAAF,,8/6/19 5:03,"San Francisco,CA",San Francisco,CA,"San Francisco, California",Everywhere,5/22/20 0:00,,University of Dubuque,Aviation Management,In Progress,IESE Business School,,10.0,False,ODA Commander,Q Course (SF),2/24/15 0:00,1-10 SFG,Army,Green Beret,"Wear coast,Texas,Florida",Mid-west,Regional GM,Entrepreneurship;Aerospace and Defense;Tech,More than 10,More than 10,7,Job,I can move tomorrow,Veteran,2019-08-06,29.0,9.0,"San Francisco, California","San Francisco, San Francisco City and County, California, United States of America",37.779026200000004,-122.4199061,9.80231817095515,"San Francisco, California: 9"
003f400001B9fMiAAJ,,8/7/19 7:23,"San Diego,CA",San Diego,CA,"San Diego, California",Sergio Zepeda,6/1/20 0:00,Complete,National University,Business Administration,Complete,MBA (in Progress) / MS Defense Analysis & Information Operations,MBA,20.0,True,"Navy SEAL Officer,currently the Operations Officer for NSWATC",BUD/S (SEAL),10/14/00 0:00,SEAL Team Five,Navy,SEAL,1. Boston Area MA/2. Austin TX /3. Denver CO,Any place that taxes military retirement,"Chief of Staff,COO,Management Consultant,Director of Strategy & Business Development",Entrepreneurship;Finance;Consulting;Healthcare;Real Estate,3,,5,Location,5,Veteran,2019-08-07,42.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400001BBIiGAAX,,8/10/19 16:37,"Washington,DC",Washington,DC,"Washington, DC",Colleague,4/1/20 0:00,Complete,Virginia Military Institute,Arabic,Complete,American Military University,,11.0,True,The first eight years of my career were spent in conventional and special operations units as an infantry officer. In 2016 I transitioned to the Great Skills Program as a CIA-trained case officer.,RASP (RR),8/21/11 0:00,"Special Troops Battalion,75th Ranger Regiment",Army,Ranger,"Pretty much anywhere West of the Rockies,Metro DC area,or New England.",Midwest,Operations or Project Management for a tech company,Entrepreneurship;Security;Tech,2,0,7,Location,3,Veteran,2019-08-10,33.0,29.0,"Washington, DC","Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581,19.61941368597148,"Washington, DC: 29"
003f400001BBRe0AAH,,8/11/19 22:00,"Raleigh-Durham,NC",Raleigh-Durham,NC,"Raleigh-Durham, NC",Family,8/2/19 0:00,Complete,University of Georgia,Finance,,,,4.0,False,"Infantryman in 3rd Battalion,75th Ranger Regiment",RASP (RR),,"3rd Battalion,75th Ranger Regiment",Army,Ranger,"NYC,San Francisco,Atlanta,Seattle",,Finance Professional,Finance;Consulting;Tech,2,,7,Job,I can move tomorrow,Veteran,2019-08-11,23.0,11.0,"Raleigh-Durham, NC","Raleigh-Durham International Airport, Nellman Lane, Lennox at Brier Creek: Country Club Collection, Brier Creek, Raleigh, Wake County, North Carolina, 27560, United States of America",35.88036144999999,-78.78723821716514,10.010435752409784,"Raleigh-Durham, NC: 11"
003f400001BBRejAAH,,8/11/19 22:01,"San Diego,CA",San Diego,CA,"San Diego, California",Friend,8/31/20 0:00,Complete,University of Colorado Boulder,Civil Engineering,,,,4.5,True,Explosive ordnance disposal officer,Navy Explosive Ordnance Disposal (NEOD),8/31/16 0:00,EODMU 1,Navy,NEOD,Open,,Starting the search now and want to gain more familiarization of what is out there.,Consulting;Engineering;Government,0,0,5,Job,4,Veteran,2019-08-11,26.5,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400001BBRetAAH,,8/11/19 22:01,"Fort Bragg,NC",Fayetteville,NC,"Fayetteville, NC",LinkedIn,3/1/21 0:00,Complete,US Military Academy,Spanish,Complete,Naval Postgraduate School,,19.0,True,Special Forces Officer,Q Course (SF),4/26/06 0:00,2/7 SFG(A),Army,Green Beret,"West Coast,Mountain West",Midwest,Venture Capital/Private Equity,Entrepreneurship;Finance;Consulting,6,0,5,Job,3,Veteran,2019-08-11,41.0,24.0,"Fayetteville, NC","Fayetteville, Cumberland County, North Carolina, United States of America",35.052575899999994,-78.878292,14.411933402373936,"Fayetteville, NC: 24"
003f400001BBnBCAA1,,8/13/19 17:14,"Virginia Beach,VA",Virginia Beach,VA,"Virginia Beach, VA",Co-worker,11/1/19 0:00,,,,,,,6.0,False,Bomb Disposal Technician,Navy Explosive Ordnance Disposal (NEOD),6/15/15 0:00,EODMU 6,Navy,NEOD,"Midwest,Southeast",Northeast,Government Security Analyst,IT / Cyber Security,,,4,Job,I can move tomorrow,Veteran,2019-08-13,25.0,79.0,"Virginia Beach, VA","Virginia Beach, Virginia Beach (city), Virginia, United States of America",36.8529841,-75.9774183,20.57524097825221,"Virginia Beach, VA: 79"
003f400001BBnBWAA1,,8/13/19 17:14,"Virginia Beach,VA",Virginia Beach,VA,"Virginia Beach, VA",Instagram,10/15/19 0:00,In Progress,University of Cincinnati,Spanish,,,,14.0,False,Special Forces Weapons Sergeant and Special Forces Engineer Sergeant,Q Course (SF),8/2/13 0:00,20th Special Forces Group,Army,Green Beret,Virginia Beach VA,,"A trainer,instructor,teacher of some kind",Consulting;Government;Defense Contracting;Security;Aerospace and Defense,,More than 10,10,Location,1,Veteran,2019-08-13,33.0,79.0,"Virginia Beach, VA","Virginia Beach, Virginia Beach (city), Virginia, United States of America",36.8529841,-75.9774183,20.57524097825221,"Virginia Beach, VA: 79"
003f400001CkkVSAAZ,,8/15/19 0:58,"Goldsboro,NC",Goldsboro,NC,"Goldsboro, NC",LinkedIn,,Complete,UTSA,Criminal Justice,Complete,Multiple,,26.0,True,Fighter Wing Commander- CEO of USAF fighter wing comprised of 6K personnel and annual operating budget of hundreds of million dollars.,Winged as a fighter pilot (Flight Officer),,492 FS,Air Force,Pilot,Doesn?t matter,None,Leadership with up and coming company,Finance;Consulting;Real Estate,1,,Not a ton,Job,3,Veteran,2019-08-15,48.0,2.0,"Goldsboro, NC","Goldsboro, Wayne County, North Carolina, United States of America",35.3848841,-77.9927651,6.264319286226399,"Goldsboro, NC: 2"
003f400001CkkVXAAZ,,8/15/19 0:59,"Irvine,CA",Irvine,CA,"Irvine, California",Elite Meet member,7/7/19 0:00,In Progress,University of Charleston,Organizational Leadership,,,,6.0,False,"The Special Warfare Combatant-craft Crewmen (SWCC) is a United States Naval Special Warfare Command team that operates and maintains an inventory of small craft used to conduct special operations missions,particularly those of the U.S. Navy SEALs.",Crewman Qualification Training (SWCC),7/7/14 0:00,Special Boat Team TWENTY,Navy,SWCC,"Bend,OR; Redmond,OR; La Pine,OR; Boise,ID",California,Sheriffs Department,Government,1,0,6,Location,3,Veteran,2019-08-15,25.0,1.0,"Irvine, California","Irvine, Orange County, California, United States of America",33.685696899999996,-117.82598190000002,4.5206723492392245,"Irvine, California: 1"
003f400001CkkVhAAJ,,8/15/19 0:59,"Crestview, FL",Crestview,FL,"Crestview, FL",Care Coalition,,Complete,Central Texas College,Associate of Arts in General Studies,,,,25.0,False,"Special Forces Operation Detachment Alpha,Operations Sergeant",Q Course (SF),3/28/04 0:00,7th Special Forces Group,Army,Green Beret,Whiling to relocate,No preferencessomething,Something that my military knowledge can be applied,Industrial,3,3,Only option...and I really need a job,Job,I can move tomorrow,Veteran,2019-08-15,44.0,1.0,"Crestview, FL","Crestview, Okaloosa County, Florida, 32536, United States of America",30.7621326,-86.57050840000002,4.292878196447065,"Crestview, FL: 1"
003f400001CkkVnAAJ,,8/15/19 1:00,"Fayetteville,NC",Fayetteville,NC,"Fayetteville, NC",Colleague,2/1/11 0:00,In Progress,Norwich University,Strategic Studies and Defense Analysis,,,,15.0,False,#NAME?,Q Course (SF),11/1/07 0:00,3rd Special Forces Group,Army,Green Beret,NC (open to relocation for right job),,Mid to Upper Management in Renewable Energy Sector,Entrepreneurship;Consulting;Non-Profit,0,0,6,Job,2,Veteran,2019-08-15,34.0,24.0,"Fayetteville, NC","Fayetteville, Cumberland County, North Carolina, United States of America",35.052575899999994,-78.878292,14.411933402373936,"Fayetteville, NC: 24"
003f400001Clf3yAAB,,8/19/19 16:12,"San Diego,CA",San Diego,CA,"San Diego, California",Co-worker,,In Progress,Norwich University,Strategic Studies and Defense Analysis,,,,13.0,False,SWCC SBC,Crewman Qualification Training (SWCC),8/15/07 0:00,SBT12,Navy,SWCC,"Open to moving,not currently tied to San Diego.",The Midwest,"Managing a team,mentoring individuals.",Entrepreneurship;Consulting;Defense Contracting,,,,Job,I can move tomorrow,Veteran,2019-08-19,32.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400001ClfjNAAR,,8/19/19 16:41,"New York,NY",New York,NY,"New York, NY",Friend,7/1/20 0:00,Complete,Clemson,Corporate Finance,In Progress,Brandman University,,9.0,True,US Army Special Forces Officer,Q Course (SF),8/1/16 0:00,1st Special Forces Group (JBLM),Army,Green Beret,"Seattle,WA; Manhattan,NY; Philadelphia,PA; open to others",Open to new places. Prefer north east or Seattle area,General contractor/ flipping houses,Entrepreneurship;Finance;Consulting;Real Estate;IT / Cyber Security;Tech,2,0,7,Location,4,Veteran,2019-08-19,31.0,26.0,"New York, NY","New York, United States of America",40.7127281,-74.0060152,17.067513741735045,"New York, NY: 26"
003f400001CmxEmAAJ,,8/23/19 17:12,"2335 seaside,San Diego,CA",San Diego,CA,"San Diego, California",Co-worker,9/30/19 0:00,In Progress,Defense language institute,Liberal arts,In Progress,,,22.0,False,Navy EOD,Navy Explosive Ordnance Disposal (NEOD),12/17/00 0:00,EODMU 8,Navy,NEOD,California,,Photographer/cinematographer,Non-Profit;Defense Contracting;Other,,,,Job,I can move tomorrow,Veteran,2019-08-23,41.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400001Cn2zFAAR,,8/24/19 2:08,"Washington,DC",Washington,DC,"Washington, DC",Friend,10/15/19 0:00,Complete,Towson University,Anthropology Sociology Criminal Justice,Complete,Troy University,,17.0,True,US Army Special Forces Team Leader. Commander of a 12-man SF Detachment responsible for conducting Special Operations activities around the world. Advises and assists foreign military units up to Battalion size. Counsels conventional military officers at the Field Grade and General Officer level on applications of Special Warfare.,Q Course (SF),4/30/15 0:00,Bravo Company 3rd Battalion 20th SFG,Army,Green Beret,"Washington DC,Virginia,New York,San Diego",,Political Risk Consultant,Consulting,0,4,6,Location,4,Veteran,2019-08-24,39.0,29.0,"Washington, DC","Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581,19.61941368597148,"Washington, DC: 29"
003f400001Cnko0AAB,,8/26/19 17:10,"San Diego,CA",San Diego,CA,"San Diego, California",LinkedIn,5/28/20 0:00,,,Kinesiology,Complete,California Polytechnic State University San Luis Obispo,,9.0,False,SEAL,BUD/S (SEAL),11/2/12 0:00,SEAL Team One,Navy,SEAL,San Diego & Silicon Valley,,Start Up or a role with a lot of autonomy to pursue something as a team,Entrepreneurship;Healthcare;Tech,5,0,2,Location,2,Veteran,2019-08-26,28.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400001CnkoZAAR,,8/26/19 17:11,"Fort Polk,LA",Fort Polk,LA,"Fort Polk, LA",Friend,6/1/20 0:00,Complete,US Military Academy,Operations Research,,,,10.0,True,I am a Special Forces Officer (18A),Q Course (SF),3/12/16 0:00,10TH Special Forces Group,Army,Green Beret,East Coast,West coast,Project Management,Consulting;Tech;Other,0,0,4,Job,5,Veteran,2019-08-26,32.0,2.0,"Fort Polk, LA","Fort Polk, Vernon Parish, Louisiana, United States of America",31.05206675,-93.17121879031653,4.8899864574205365,"Fort Polk, LA: 2"
003f400001CnkpwAAB,,8/26/19 17:13,"Virginia Beach,VA",Virginia Beach,VA,"Virginia Beach, VA",Colleague,8/5/19 0:00,Complete,Hampden-Sydney College,Spanish,In Progress,Old Dominion University,,6.0,False,SWCC,Crewman Qualification Training (SWCC),4/17/14 0:00,SBT-20,Navy,SWCC,"Virginia,Alaska",Any large city,Contractor using SOF-specific skill sets,Healthcare;Defense Contracting;Security,0,0,2,Location,2,Veteran,2019-08-26,25.0,79.0,"Virginia Beach, VA","Virginia Beach, Virginia Beach (city), Virginia, United States of America",36.8529841,-75.9774183,20.57524097825221,"Virginia Beach, VA: 79"
003f400001CnobCAAR,,8/26/19 21:48,"Houston,TX",Houston,TX,"Houston, TX",Instagram,8/20/19 0:00,Complete,Ashford University,Management,,,,18.0,False,"Engineer,Sniper,Master Breacher",Q Course (SF),12/1/04 0:00,A/1/7 SFG(A) ODA 712,Army,Green Beret,Texas or Colorado,No preference,Oil and gas field,Entrepreneurship;Engineering;Industrial,,,8,Job,4,Veteran,2019-08-26,37.0,15.0,"Houston, TX","Houston, Harris County, Texas, United States of America",29.7589382,-95.36769740000001,12.910459651079426,"Houston, TX: 15"
003f400001CoG7oAAF,,8/28/19 5:02,"Virginia Beach,VA",Virginia Beach,VA,"Virginia Beach, VA",,1/13/20 0:00,In Progress,University of Maryland at College Park,Homeland Security,,,,6.0,False,"Worked with small boats,heavy and small arms,JCETs",Crewman Qualification Training (SWCC),12/16/14 0:00,Ft. Bragg,Navy,SWCC,"East Coast,Northwest",Midwest,Hospital Emergency Manager,,,,3,Location,5,Veteran,2019-08-28,25.0,79.0,"Virginia Beach, VA","Virginia Beach, Virginia Beach (city), Virginia, United States of America",36.8529841,-75.9774183,20.57524097825221,"Virginia Beach, VA: 79"
003f400001CoG7tAAF,,8/28/19 5:02,"Virginia Beach,VA",Virginia Beach,VA,"Virginia Beach, VA",,1/13/20 0:00,In Progress,University of Maryland at College Park,Homeland Security,,,,6.0,False,"Worked with small boats,heavy and small arms,JCETs",Crewman Qualification Training (SWCC),12/16/14 0:00,Ft. Bragg,Navy,SWCC,"East Coast,Northwest",Midwest,Hospital Emergency Manager,,,,3,Location,5,Veteran,2019-08-28,25.0,79.0,"Virginia Beach, VA","Virginia Beach, Virginia Beach (city), Virginia, United States of America",36.8529841,-75.9774183,20.57524097825221,"Virginia Beach, VA: 79"
003f400001CoNJFAA3,,8/28/19 17:06,"Nashville,TN",Nashville,TN,"Nashville, TN",Zack Hughes,1/2/20 0:00,Complete,Manhattan College,English,Complete,,,,False,Special Forces Senior Communications Sergeant,Q Course (SF),4/22/16 0:00,5th SFG(A),Army,Green Beret,Open,,"Finance,Corprorate Leadership",Entrepreneurship;Finance;Aerospace and Defense,2,0,5,Job,4,Veteran,2019-08-28,,7.0,"Nashville, TN","Nashville-Davidson, Davidson County, Tennessee, United States of America",36.1622296,-86.7743531,8.677726439894847,"Nashville, TN: 7"
003f400001EVx0iAAD,,8/31/19 6:08,"5909 falconwood place,Tampa,FL",Tampa,FL,"Tampa, FL",Elite Meet member,6/15/20 0:00,Complete,American Military University,International Relations,Complete,University of North Carolina Wilmington,,22.0,False,Marine Raider and former Reconnaissance Marine.,Individual Training Course (Raider),3/10/01 0:00,1st Reconnaissance BN 1st MARDIV,Marine Corps,Raider,"Boston,New York (upstate), Texas,North Carolina",Anywhere outside of the areas stated,legal dept/ contracting/ managment/training dept,Consulting;HR;Aerospace and Defense,2,0,3,Location,3,Veteran,2019-08-31,41.0,13.0,"Tampa, FL","Tampa, Hillsborough County, Florida, United States of America",27.947759499999997,-82.458444,10.931450649247193,"Tampa, FL: 13"
003f400001EWXCWAA5,,9/3/19 18:17,"Houston,TX",Houston,TX,"Houston, TX",LinkedIn,7/1/15 0:00,Complete,US Naval Academy,Ocean Engineering,Complete,Naval Postgraduate School,,20.0,True,20 year Navy Fighter Pilot,Winged as a fighter pilot (Flight Officer),3/13/98 0:00,VFA-81,Navy,Pilot,"Mid Atlantic,Houston",,VP Operations,Healthcare;Industrial;Other,More than 10,8,7,Job,4,Veteran,2019-09-03,42.0,15.0,"Houston, TX","Houston, Harris County, Texas, United States of America",29.7589382,-95.36769740000001,12.910459651079426,"Houston, TX: 15"
003f400001EWqwTAAT,,9/5/19 3:02,"Stuttgart,Germany",Stuttgart,Germany,"Stuttgart, Germany",Friend,8/1/20 0:00,Complete,Liberty University,Interdisciplinary Studies,In Progress,Oklahoma University,,19.0,False,Special Forces Operations SGT,Q Course (SF),7/31/17 0:00,1-10 SFG(A),Army,Green Beret,EUROPE,"NC,GA,WV,ND,SD",GENERAL OPERATIONS MANAGER,Defense Contracting,0,0,4,Location,2,Veteran,2019-09-05,38.0,2.0,"Stuttgart, Germany","Stuttgart, Baden-WÃÂÃÂ¼rttemberg, 70173, Deutschland",48.778448499999996,9.1800132,5.5990998167768655,"Stuttgart, Germany: 2"
003f400001EX58lAAD,,9/7/19 1:24,"Honolulu,HI",Honolulu,HI,"Honolulu, HI",,7/15/20 0:00,Complete,,,Complete,,,20.0,False,Special Forces 18A,Q Course (SF),,1SFG,Army,Green Beret,Charleston SC,,"Small Business owner,Non-profit",Entrepreneurship,5,5,,Location,,Veteran,2019-09-07,39.0,16.0,"Honolulu, HI","Honolulu, Honolulu County, Hawaii, United States of America",21.304547,-157.8556764,13.07619692503784,"Honolulu, HI: 16"
003f400001EX58vAAD,,9/7/19 1:30,"Camp Lejeune,NC",Jacksonville,NC,"Jacksonville, NC",Colleague - Transitioning,4/1/20 0:00,Complete,New England College,Homeland Security,,,,13.0,False,Marine Raider,Individual Training Course (Raider),9/7/12 0:00,3d Marine Raider Battalion,Marine Corps,Raider,"Holly Ridge - Wilmington,NC",North East,Consultant or Real Estate Finance,Finance;Consulting,4,0,Not a ton,Location,2,Veteran,2019-09-07,32.0,14.0,"Jacksonville, NC","Jacksonville, Onslow County, North Carolina, United States of America",34.7494749,-77.4208221,11.921333545765956,"Jacksonville, NC: 14"
003f400001EX595AAD,,9/7/19 1:31,"Bakersfield,CA",Bakersfield,CA,"Bakersfield, California",Friend,9/1/12 0:00,Complete,US Military Academy,History,In Progress,UCLA Anderson School of Management,,8.0,True,US Army Special Forces Detachment Commander,Q Course (SF),9/1/09 0:00,5th Special Forces Group,Army,Green Beret,"Houston,TX",California,Private Equity,Finance;Consulting;Industrial,0,0,3,Job,3,Veteran,2019-09-07,30.0,1.0,"Bakersfield, California","Bakersfield, Kern County, California, United States of America",35.3738712,-119.01946389999999,4.186927427706524,"Bakersfield, California: 1"
003f400001EX59AAAT,,9/7/19 1:33,"Southern Pines,NC",Southern Pines,NC,"Southern Pines, NC",Chris Grady,3/2/20 0:00,Complete,Bucknell University,International Relations,Complete,American Military University,,10.0,False,Army Special Forces (Green Beret),Q Course (SF),2/20/15 0:00,5th Special Forces Group (Airborne),Army,Green Beret,1.) North Carolina 2.) Southeast Region,West Coast; North East,Unknown at this time,Finance;Consulting;Real Estate,5,,7,Location,2,Veteran,2019-09-07,29.0,5.0,"Southern Pines, NC","Southern Pines, Moore County, North Carolina, 28387, United States of America",35.1740471,-79.39225390000001,8.241057914442763,"Southern Pines, NC: 5"
003f400001EZGiUAAX,,9/9/19 0:46,"San Diego,CA",San Diego,CA,"San Diego, California",Command transition program,,Complete,University of Charleston,Organizational Leadership,,,,30.0,False,US Navy SEAL,BUD/S (SEAL),8/3/91 0:00,SDV Team 2,Navy,SEAL,"Colorado,Washington DC,Europe",,Intelligence Consultant,Consulting;Government;Defense Contracting,,,7,Job,4,Veteran,2019-09-09,49.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400001EZKTcAAP,,9/9/19 1:21,"San Diego,CA",San Diego,CA,"San Diego, California",Jordan Selleck's mother is my next door neighbor and she introduced me to Jordan.,10/1/20 0:00,Complete,Southern Illinois University,Workforce Education and Curriculum Development,Complete,University of Charleston,,30.0,False,"Navy SEAL Command Master Chief with 30 years of Honorable Naval Service with increased executive leadership roles and responsibility. Mastered advanced skills in maritime,air,ground operations,intelligence operations and logistics. Thrives in complex environments that require analytical problem solving and historical consideration in order to implement positive and lasting change. Proven experience with enhancing teamwork,process efficiencies,and product outcomes. Evolved and developed into",BUD/S (SEAL),8/26/94 0:00,SEAL TEAM FIVE,Navy,SEAL,"San Diego,Southeast (Tampa,Charleston,etc)","Northwest,Northeast",Working in education or NSW as a government civilian,Aerospace and Defense,0,0,5,Location,2,Veteran,2019-09-09,49.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400001F8k6wAAB,,9/11/19 4:54,"1507 Milano Ct,Chesapeake,VA",Chesapeake,VA,"Chesapeake, VA",Ed Hine,9/1/15 0:00,Complete,Embryo Riddle Aeronautical University,Professional Aeronautics,,,,27.0,True,AH-1 Pilot in US Army and F/A-18 Pilot u=in US Navy.  Primarily operations and training.,Winged as a fighter pilot (Flight Officer),5/24/96 0:00,"VFA-81 in Cecil Field,FL",Navy,Pilot,Hampton Roads,,"Own my own business,or manage a medium sized company.",Entrepreneurship;Finance;Industrial;Aerospace and Defense;Tech,2,2,Not a ton,Location,2,Veteran,2019-09-11,49.0,5.0,"Chesapeake, VA","Chesapeake, Virginia, United States of America",36.718370799999995,-76.2466798,7.576595236198517,"Chesapeake, VA: 5"
003f400001F8k76AAB,,9/11/19 4:55,"Wilmington,NC",Wilmington,NC,"Wilmington, NC",The Honor Foundation,,Complete,American Public University,International Relations,,,,15.0,False,Marine Raider (0372) Critical Skills Operator,Individual Training Course (Raider),,1st Marine Raider Battalion,Marine Corps,Raider,Southern California or NYC,Carolinas,"Consulting,law,or investment",Finance;Consulting;HR;Other,More than 10,0,Not a ton,Job,5,Veteran,2019-09-11,34.0,7.0,"Wilmington, NC","Wilmington, New Hanover County, North Carolina, United States of America",34.2257282,-77.9447107,8.556639847048514,"Wilmington, NC: 7"
003f400001F8k89AAB,,9/11/19 5:11,"Honolulu,HI",Honolulu,HI,"Honolulu, HI",Navy SEAL Foundation,,Complete,Ashford University,Organizational Leadership,,,,23.0,False,SEAL Delivery Vehicle Team ONE Enlisted Director of Operations,BUD/S (SEAL),6/18/97 0:00,SEAL Team EIGHT,Navy,SEAL,"Colorado and West,a little undecided based on job availability.",UNK,Work for myself if able and start something new,Entrepreneurship,,,,Job,I can move tomorrow,Veteran,2019-09-11,42.0,16.0,"Honolulu, HI","Honolulu, Honolulu County, Hawaii, United States of America",21.304547,-157.8556764,13.07619692503784,"Honolulu, HI: 16"
003f400001F8k8JAAR,,9/11/19 5:19,"Houston,TX",Houston,TX,"Houston, TX",Friend,6/21/19 0:00,Complete,Cornell University,Economics,Complete,Norwich University,,18.0,True,I flew AV-8B Harriers and I was a Landing Signals Officer.,Winged as a fighter pilot (Flight Officer),5/6/05 0:00,VMA-513,Marine Corps,Pilot,"Houston,TX",Everywhere else.  Family reasons.,Leadership position in aerospace/aviation/defense.,Consulting;Aerospace and Defense;Tech,2,0,6,Location,Never moving again,Veteran,2019-09-11,40.0,15.0,"Houston, TX","Houston, Harris County, Texas, United States of America",29.7589382,-95.36769740000001,12.910459651079426,"Houston, TX: 15"
003f400001F9F8GAAV,,9/12/19 6:29,"San Diego,CA",San Diego,CA,"San Diego, California",Friend,6/1/19 0:00,Complete,University of Arizona - Wildcats NOT Sun Devils,Humanities,Complete,Naval War College,,30.0,True,I was trained as a Deep Sea Diver and Explosive Ordnance Disposal officer with a specialty in mine countermeasures.  My professional expertise spanned everything from Wardroom Mess Treasurer to government to government policy negotiator.,Navy Explosive Ordnance Disposal (NEOD),11/30/01 0:00,EODMU 5,Navy,NEOD,"San Diego,Japan,Singapore,Southeast Asia,Bahrain,Qatar,Oman,UAE",Saudi Arabia,Leading a team of like-minded pros to solve difficult problems.,Consulting;Industrial;Aerospace and Defense,6,3,6,Job,5,Veteran,2019-09-12,52.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400001F9jw2AAB,,9/14/19 15:38,"Clarksville,TN",Clarksville,TN,"Clarksville, TN",Co-worker,1/29/20 0:00,Complete,University of Massachusetts Amherst,Political Science,,,,7.0,False,Special Forces Weapons Sergeant,Q Course (SF),9/1/14 0:00,5th SFG (A),Army,Green Beret,"Savannah,GA; Washington D.C; Chicago,IL; Milwaukee,WI,Tampa,FL. Denver,CO.","Western US; NYC,NY.",Military-Industrial,Entrepreneurship,,,Not a ton,Job,5,Veteran,2019-09-14,26.0,19.0,"Clarksville, TN","Clarksville, Montgomery County, Tennessee, United States of America",36.5277607,-87.35887029999998,13.989643909822352,"Clarksville, TN: 19"
003f400001F9k8mAAB,,9/14/19 19:45,"San Diego,CA",San Diego,CA,"San Diego, California",Colleague,7/1/01 0:00,Complete,Georgia Institute of Technology,Electrical Engineering,In Progress,National University,,25.0,True,"Naval Aviator (F-14 Carrier combat veteran).  Senior staff work in new,innovative,emerging technology (e.g. Unmanned systems and sensors)",Winged as a fighter pilot (Flight Officer),6/1/82 0:00,Fighter Squadron 111/Airwing 15,Navy,Pilot,West Coast/Pacific Rim,East Coast,advisor to senior executive seeking to grow their business,Aerospace and Defense,More than 10,More than 10,5,Location,Never moving again,Veteran,2019-09-14,47.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
